cod_articulo,nom_articulo,clase_abc,urgencia,alerta,comprar,cant_master,inversion_usd,ventas_ult_3m,pred_esperada,objetivo,stock_seguridad,posicion,stock_fisico,en_camino,pendiente_entregar,alcance_meses,prob_demanda,tendencia,pedidos_taller_3m,meses_desde_ultima_venta,Fob
CDLI12415-SP-13,SwitchAssy,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,1,1,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0,0,0.0,16.0,,0.0,16,0.0
CDLI20012-SP-2,DrillChuck0.8-10mm,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,0.0,0.0,2.7,2.2,0.0,0.0,0.0,0,0,0.0,78.0,,0.0,25,0.0
CDLI12325-SP-2,DrillChuck10mm,C,ALTO: quiebra antes de que llegue el pedido,SIN STOCK: meses sin venta pueden ser venta perdida,3,1,0.0,0.0,2.4,2.3,0.0,0.0,0.0,0,0,0.0,56.0,,0.0,24,0.0
AG24008-SP-45/48/49,Switch,C,ALTO: quiebra antes de que llegue el pedido,,2,1,0.0,2.0,1.7,1.5,0.0,0.0,0.0,0,0,0.0,35.0,2.0,0.0,0,0.0
ING-MGT1601-SP-C.T,Contact tubeM6X25/0.6mm,A,ALTO: quiebra antes de que llegue el pedido,,90,1,16.0,17.0,22.2,90.5,68.3,1.0,1.0,0,0,0.2,69.0,0.7,0.0,1,0.2
HPWR14008-SP-C.B,CarbonBrush,A,ALTO: quiebra antes de que llegue el pedido,,47,1,0.0,13.0,18.8,47.9,29.1,1.0,1.0,0,0,0.3,88.0,1.1,0.0,0,0.0
GBC5434411-SP-2-29,DoubleBelt,A,ALTO: quiebra antes de que llegue el pedido,,123,1,530.0,38.0,56.0,126.7,70.7,4.0,4.0,0,0,0.4,89.0,1.6,28.0,0,4.3
CIWLI2038-SP-F.S.S,square shaft,A,ALTO: quiebra antes de que llegue el pedido,,29,0,61.0,4.0,12.0,30.0,18.0,1.0,1.0,0,0,0.4,70.0,0.9,0.0,2,2.1
WRAP5030-SP-17,Chassis,A,ALTO: quiebra antes de que llegue el pedido,,38,1,47.0,0.0,11.4,38.4,27.0,1.0,1.0,0,0,0.4,39.0,0.0,0.0,4,1.2
PDB13008-SP-72,Cable 2X1Mm2 2M,C,ALTO: quiebra antes de que llegue el pedido,,29,1,57.0,20.0,19.4,31.0,11.6,2.0,2.0,0,0,0.5,88.0,1.7,2.0,0,2.0
ING-MGT1601-SP-CT,Contact tubeM6X25/1.0mm,A,ALTO: quiebra antes de que llegue el pedido,,70,1,13.0,14.0,29.4,73.0,43.5,3.0,3.0,0,0,0.5,82.0,0.5,0.0,0,0.2
CS18568-SP-41,Rotor,A,ALTO: quiebra antes de que llegue el pedido,,23,1,213.0,3.0,8.6,23.0,14.5,1.0,1.0,0,0,0.6,83.0,0.9,0.0,0,9.3
CIDLI20768-SP-4,Gear box Assy,C,ALTO: quiebra antes de que llegue el pedido,,21,1,137.0,12.0,15.9,22.9,7.0,2.0,2.0,0,0,0.6,64.0,0.9,0.0,2,6.5
AG90028-SP-45,SwitchKnob,C,ALTO: quiebra antes de que llegue el pedido,,25,1,0.0,11.0,16.3,26.1,9.8,2.0,2.0,0,0,0.6,91.0,1.0,0.0,0,0.0
ID8108-SP-32,Powercord2M,C,ALTO: quiebra antes de que llegue el pedido,,14,1,0.0,10.0,8.7,14.8,6.1,1.0,1.0,0,0,0.6,76.0,2.0,0.0,0,0.0
WEN3201-SP-22,Motor Assembly,C,ALTO: quiebra antes de que llegue el pedido,,8,1,98.0,7.0,7.1,8.3,1.1,1.0,1.0,0,0,0.7,43.0,2.0,4.0,2,12.3
SPG3508-SP-5,Motor,C,ALTO: quiebra antes de que llegue el pedido,,12,1,79.0,3.0,7.7,12.2,4.5,1.0,1.0,0,0,0.7,82.0,1.0,5.0,0,6.6
HPWR30018-SP-67,Overload Protector,B,ALTO: quiebra antes de que llegue el pedido,,29,1,32.0,7.0,14.4,30.1,15.7,2.0,2.0,0,0,0.7,84.0,2.0,5.0,0,1.1
CGTLI20018-SP-1/5,Left &Right handle,C,ALTO: quiebra antes de que llegue el pedido,,10,1,29.0,4.0,6.7,10.6,3.9,1.0,1.0,0,0,0.7,68.0,1.6,5.0,0,2.9
AC255011-SP-5,Air Filter,A,ALTO: quiebra antes de que llegue el pedido,,41,1,14.0,11.0,15.3,42.4,27.2,2.0,2.0,0,0,0.7,78.0,1.2,0.0,1,0.3
ING-MGT16058-SP-G.C,MIG gun contact nozzle holder,B,ALTO: quiebra antes de que llegue el pedido,,17,1,10.0,8.0,6.7,17.7,11.0,1.0,1.0,0,0,0.7,71.0,1.8,0.0,0,0.6
DDM38001-SP-13,Carbon Brush,B,ALTO: quiebra antes de que llegue el pedido,,25,1,22.0,8.0,13.3,26.7,13.4,2.0,2.0,0,0,0.8,64.0,2.0,0.0,0,0.9
PDB13008-SP-28,oilcover,A,ALTO: quiebra antes de que llegue el pedido,,21,1,5.0,1.0,6.5,21.3,14.8,1.0,1.0,0,0,0.8,72.0,0.2,0.0,2,0.2
CRHLI20208-SP-3/5/6,Stator/Controller components,C,ALTO: quiebra antes de que llegue el pedido,,17,1,238.0,5.0,11.4,18.7,7.3,2.0,2.0,0,0,0.9,84.0,1.1,5.0,0,14.0
LM321-SP-34,Wheel,B,ALTO: quiebra antes de que llegue el pedido,,6,1,15.0,2.0,5.8,6.7,0.9,1.0,1.0,0,0,0.9,64.0,1.3,0.0,0,2.4
CIDLI20968-SP-1,Screw,C,ALTO: quiebra antes de que llegue el pedido,,24,1,1.0,15.0,20.2,27.7,7.5,4.0,4.0,0,0,1.0,68.0,2.0,24.0,0,0.0
UNQ_HEF82A,FRITADOR FREIDORA ELECTRICA 2 CUBAS,A,ALTO: quiebra antes de que llegue el pedido,,58,1,0.0,0.0,10.4,59.2,48.8,2.0,2.0,0,0,1.0,26.0,0.0,0.0,5,0.0
GE150006ES-SP-36,Battery,A,ALTO: quiebra antes de que llegue el pedido,,13,1,485.0,2.0,4.7,13.9,9.2,1.0,1.0,0,0,1.1,67.0,1.3,0.0,0,37.3
PDB170068-SP-65,Carbon Brush,B,ALTO: quiebra antes de que llegue el pedido,,27,1,42.0,3.0,14.0,30.0,16.0,3.0,3.0,0,0,1.1,77.0,0.6,0.0,0,1.6
CTVLI20101-SP-13-15,PCB  Assembly,C,ALTO: quiebra antes de que llegue el pedido,,9,1,29.0,2.0,4.7,9.0,4.4,1.0,1.0,0,0,1.1,62.0,1.0,2.0,0,3.3
APG15012-SP-S,Sponge,B,ALTO: quiebra antes de que llegue el pedido,,12,1,24.0,8.0,4.4,12.9,8.5,1.0,1.0,0,0,1.1,57.0,1.8,0.0,1,2.0
APG15012-SP-W.B,Wool braid,B,ALTO: quiebra antes de que llegue el pedido,,12,1,23.0,8.0,4.4,12.9,8.5,1.0,1.0,0,0,1.1,57.0,1.8,0.0,1,1.9
RH150028-SP-91,Motor housing,C,ALTO: quiebra antes de que llegue el pedido,,8,1,18.0,3.0,4.8,8.1,3.3,1.0,1.0,0,0,1.1,66.0,1.5,3.0,0,2.2
PDB17008-SP-69/71,BrushCover/Brushholder,B,ALTO: quiebra antes de que llegue el pedido,,7,1,5.0,2.0,4.5,8.0,3.4,1.0,1.0,0,0,1.1,63.0,0.8,12.0,1,0.7
CVLI2001-SP-11,Filter,A,ALTO: quiebra antes de que llegue el pedido,,17,1,0.0,0.0,4.6,17.7,13.1,1.0,1.0,0,0,1.1,50.0,0.0,0.0,4,0.0
DWS105016-SP-4/5/6/8,Lower disc assembly,C,ALTO: quiebra antes de que llegue el pedido,,211,1,350.0,200.0,81.3,230.9,149.6,20.0,20.0,0,0,1.2,44.0,2.0,0.0,1,1.7
PDB22001-SP-21,ROTOR,A,ALTO: quiebra antes de que llegue el pedido,,12,1,344.0,4.0,4.1,12.6,8.4,1.0,1.0,0,0,1.2,68.0,1.6,3.0,0,28.7
PDB22001-SP-1/7/15,Housing AsS y,C,ALTO: quiebra antes de que llegue el pedido,,3,1,145.0,0.0,4.3,3.3,0.0,1.0,1.0,0,0,1.2,78.0,,0.0,26,48.4
GE30005-SP-25,CARBURETOR,A,ALTO: quiebra antes de que llegue el pedido,,13,1,61.0,4.0,4.2,13.3,9.1,1.0,1.0,0,0,1.2,66.0,2.0,2.0,0,4.7
VC14301-SP-26,Switch,B,ALTO: quiebra antes de que llegue el pedido,,10,1,6.0,4.0,4.1,10.1,6.0,1.0,1.0,0,0,1.2,69.0,1.6,2.0,1,0.6
HPWR18008-SP-35,Highpressurehose,C,ALTO: quiebra antes de que llegue el pedido,,3,1,0.0,0.0,4.3,3.3,0.0,1.0,1.0,0,0,1.2,77.0,,0.0,28,0.0
WAP4R11-SP-46,Motor,B,ALTO: quiebra antes de que llegue el pedido,,9,1,725.0,3.0,3.7,9.3,5.6,1.0,0.0,1,0,1.3,50.0,2.0,1.0,0,80.6
GE150006ES-SP-S.T,starting motor,A,ALTO: quiebra antes de que llegue el pedido,,6,1,331.0,1.0,3.9,6.7,2.8,1.0,1.0,0,0,1.3,62.0,0.7,2.0,0,55.1
CSTLI20018-SP-16-21/46,Motor Assy,C,ALTO: quiebra antes de que llegue el pedido,,6,1,156.0,2.0,3.8,6.6,2.8,1.0,1.0,0,0,1.3,45.0,1.0,0.0,2,26.0
RH16008-SP-89,Rotor,A,ALTO: quiebra antes de que llegue el pedido,,9,1,60.0,1.0,3.8,9.3,5.4,1.0,1.0,0,0,1.3,54.0,2.0,12.0,1,6.7
RH1600388-SP-50,Carbon Brush,B,ALTO: quiebra antes de que llegue el pedido,,51,1,22.0,3.0,22.7,56.2,33.6,6.0,6.0,0,0,1.3,64.0,0.5,0.0,1,0.4
AG24008-SP-39,CARBONBRUSH,A,ALTO: quiebra antes de que llegue el pedido,,16,1,12.0,1.0,3.9,16.6,12.7,1.0,1.0,0,0,1.3,45.0,2.0,2.0,2,0.8
WVR4A20-SP-I-4,Wet brush,B,ALTO: quiebra antes de que llegue el pedido,,8,1,9.0,3.0,4.0,8.7,4.7,1.0,1.0,0,0,1.3,48.0,2.0,0.0,0,1.1
PDB17008-SP-66,House Assy,C,ALTO: quiebra antes de que llegue el pedido,,2,1,0.0,0.0,3.7,3.0,0.0,1.0,1.0,0,0,1.3,78.0,,0.0,28,0.0
CIDLI20968-SP-2,drill chuck,C,ALTO: quiebra antes de que llegue el pedido,,34,1,86.0,24.0,33.2,42.5,9.2,9.0,9.0,0,0,1.4,51.0,2.0,75.0,0,2.5
AG110038-SP-45,SWITCH,B,ALTO: quiebra antes de que llegue el pedido,,21,1,21.0,7.0,10.8,23.5,12.7,3.0,3.0,0,0,1.4,87.0,1.4,4.0,0,1.0
GE150026-SP-66,GE150026-SP-66,C,ALTO: quiebra antes de que llegue el pedido,,2,1,8.0,0.0,3.5,2.9,0.0,1.0,1.0,0,0,1.4,78.0,,0.0,25,4.1
AC202416-SP-5,Air Filter,B,ALTO: quiebra antes de que llegue el pedido,,21,1,7.0,5.0,10.8,23.3,12.6,3.0,3.0,0,0,1.4,72.0,1.1,0.0,0,0.3
GCP125-2-SP-CAR,carburetor,A,ALTO: quiebra antes de que llegue el pedido,,8,1,0.0,0.0,3.7,8.4,4.7,1.0,1.0,0,0,1.4,78.0,,0.0,25,0.0
CIWLI2038-SP-4,Stator & Controller Assy,B,ALTO: quiebra antes de que llegue el pedido,,43,0,427.0,11.0,36.9,53.3,16.4,11.0,11.0,0,0,1.5,84.0,0.8,26.0,0,9.9
HPWR30018-SP-H.P.H,High Pressure Hose,A,ALTO: quiebra antes de que llegue el pedido,,21,1,195.0,7.0,10.3,23.3,13.1,3.0,3.0,0,0,1.5,82.0,1.4,10.0,0,9.3
CABLI20028-SP-6/7,Motor assy,C,ALTO: quiebra antes de que llegue el pedido,,5,1,21.0,3.0,3.4,5.5,2.1,1.0,1.0,0,0,1.5,63.0,1.2,1.0,0,4.3
CGTLI20328-SP-20/35/41-45,Cover Grass assy,B,ALTO: quiebra antes de que llegue el pedido,,9,1,13.0,0.0,3.3,9.8,6.5,1.0,1.0,0,0,1.5,41.0,0.0,0.0,4,1.4
HPWR16008-SP-13,Water Connector,B,ALTO: quiebra antes de que llegue el pedido,,9,1,7.0,0.0,3.3,9.5,6.2,1.0,1.0,0,0,1.5,20.0,,0.0,8,0.8
WAP4R11-SP-4,Air Filter,B,ALTO: quiebra antes de que llegue el pedido,,8,1,6.0,1.0,3.3,8.8,5.5,1.0,1.0,0,0,1.5,50.0,2.0,0.0,0,0.8
MD541141-SP-2-105/106,Connecting Pipe/Guide Duct,C,ALTO: quiebra antes de que llegue el pedido,,2,1,3.0,0.0,3.2,2.8,0.0,1.0,1.0,0,0,1.5,78.0,,0.0,25,1.5
SPG5008-SP-38,nozzlesets,C,ALTO: quiebra antes de que llegue el pedido,,2,1,0.0,0.0,3.3,2.8,0.0,1.0,1.0,0,0,1.5,76.0,,0.0,26,0.0
ING-MMA16069-SP-G.C.G,Ground clamp group,A,ALTO: quiebra antes de que llegue el pedido,,90,1,319.0,43.0,52.3,106.5,54.2,17.0,17.0,0,0,1.6,92.0,1.1,40.0,0,3.5
AC1301008-SP-1,Filter,A,ALTO: quiebra antes de que llegue el pedido,,45,1,50.0,8.0,16.0,49.0,33.0,5.0,5.0,0,0,1.6,83.0,0.8,15.0,0,1.1
AC25508-SP-41,FilterElement,A,ALTO: quiebra antes de que llegue el pedido,,24,1,21.0,7.0,9.5,26.8,17.3,3.0,3.0,0,0,1.6,79.0,0.8,1.0,1,0.9
RGH9028-SP-77,Spring Piece,C,ALTO: quiebra antes de que llegue el pedido,,25,1,12.0,17.0,18.7,30.2,11.5,6.0,6.0,0,0,1.6,84.0,1.6,10.0,0,0.5
CGSLI2085-SP-27,stator,C,ALTO: quiebra antes de que llegue el pedido,,4,1,11.0,2.0,3.1,4.7,1.5,1.0,1.0,0,0,1.6,41.0,2.0,0.0,1,2.8
CDLI2003-SP-3,GEARBOXASSY,C,ALTO: quiebra antes de que llegue el pedido,,3,1,0.0,0.0,3.2,3.1,0.0,1.0,1.0,0,0,1.6,77.0,,0.0,25,0.0
GDE50001-SP-55,MachineAssembly,A,ALTO: quiebra antes de que llegue el pedido,,3,1,422.0,0.0,3.0,3.3,0.3,1.0,1.0,0,0,1.7,77.0,,0.0,25,140.8
HPWR30018-SP-59,Stator,C,ALTO: quiebra antes de que llegue el pedido,,4,1,176.0,1.0,3.0,4.1,1.2,1.0,1.0,0,0,1.7,48.0,0.7,0.0,0,44.1
RGH9028-SP-82,Switch,A,ALTO: quiebra antes de que llegue el pedido,,32,1,50.0,1.0,8.8,34.8,26.0,3.0,3.0,0,0,1.7,65.0,0.4,0.0,2,1.6
GCP100-2-SP-C.S,GCP100-2-SP-C.S,C,ALTO: quiebra antes de que llegue el pedido,,2,1,47.0,0.0,3.0,2.9,0.0,1.0,1.0,0,0,1.7,77.0,,0.0,27,23.3
PDB170068-SP-1-5/7,Steel Head Assy,B,ALTO: quiebra antes de que llegue el pedido,,6,1,35.0,1.0,2.9,6.7,3.8,1.0,1.0,0,0,1.7,40.0,1.0,2.0,2,5.8
GCP100-2-SP-6,Belt Cover,C,ALTO: quiebra antes de que llegue el pedido,,2,1,23.0,0.0,3.0,2.9,0.0,1.0,1.0,0,0,1.7,77.0,,0.0,28,11.3
RH16008-SP-8,oilsealFB35X55X8,C,ALTO: quiebra antes de que llegue el pedido,,9,1,0.0,4.0,6.0,10.6,4.6,2.0,2.0,0,0,1.7,80.0,1.0,0.0,1,0.0
AG10108-SP-18,BEARING629,C,ALTO: quiebra antes de que llegue el pedido,,4,1,0.0,2.0,3.0,4.8,1.8,1.0,1.0,0,0,1.7,52.0,1.3,0.0,0,0.0
ID8508-SP-2,Chuck(13mm),C,ALTO: quiebra antes de que llegue el pedido,,2,1,0.0,0.0,2.9,2.4,0.0,1.0,1.0,0,0,1.7,78.0,,0.0,26,0.0
GCP100-2-SP-R.S,RecoilStarter,A,ALTO: quiebra antes de que llegue el pedido,,39,1,347.0,18.0,20.0,45.8,25.8,7.0,7.0,0,0,1.8,89.0,1.6,18.0,0,8.9
GE150006ES-SP-13,Isolator A,A,ALTO: quiebra antes de que llegue el pedido,,8,1,102.0,3.0,5.6,10.0,4.4,2.0,2.0,0,0,1.8,67.0,1.5,5.0,0,12.8
AC255016-SP-5,Air Filter,A,ALTO: quiebra antes de que llegue el pedido,,70,1,23.0,26.0,46.1,86.7,40.6,17.0,17.0,0,0,1.8,75.0,2.0,40.0,0,0.3
AG220018-SP-4,WheelGuard,A,ALTO: quiebra antes de que llegue el pedido,,12,1,18.0,4.0,5.6,14.0,8.4,2.0,2.0,0,0,1.8,85.0,1.1,4.0,0,1.5
WGTP511-SP-M.B,Metal Blade,A,ALTO: quiebra antes de que llegue el pedido,,52,1,18.0,20.9,25.7,60.6,34.8,9.1,9.1,0,0,1.8,78.0,2.0,30.0,0,0.3
RS3208-SP-7,Bearings6202,B,ALTO: quiebra antes de que llegue el pedido,,30,1,14.0,12.0,19.2,36.3,17.0,7.0,7.0,0,0,1.8,81.0,2.0,10.0,0,0.5
RH10506-SP-23,Gear34,C,ALTO: quiebra antes de que llegue el pedido,,7,1,10.0,1.0,5.5,8.8,3.2,2.0,2.0,0,0,1.8,75.0,0.3,0.0,0,1.4
WAP3A50-SP-45,Exhaust Pipe Group,C,ALTO: quiebra antes de que llegue el pedido,,5,1,8.0,2.0,2.8,5.1,2.3,1.0,1.0,0,0,1.8,52.0,0.8,0.0,1,1.5
HPWR15028-SP-2-14,valve element,C,ALTO: quiebra antes de que llegue el pedido,,5,1,7.0,1.0,2.8,5.2,2.4,1.0,1.0,0,0,1.8,47.0,0.5,0.0,1,1.4
CRHLI20208-SP-6,Switch,C,ALTO: quiebra antes de que llegue el pedido,,3,1,5.0,2.0,2.8,3.4,0.6,1.0,1.0,0,0,1.8,47.0,2.0,0.0,0,1.8
GHPW2003-SP-A.F,airfilter,C,ALTO: quiebra antes de que llegue el pedido,,2,1,0.0,0.0,2.8,2.9,0.1,1.0,1.0,0,0,1.8,56.0,,0.0,24,0.0
GHPW2003-SP-CRANKSHAFT,Crankshaft ,C,ALTO: quiebra antes de que llegue el pedido,,2,1,0.0,0.0,2.8,2.9,0.1,1.0,1.0,0,0,1.8,56.0,,0.0,24,0.0
PDB15006-SP-33,Connecting Rod Assy,C,ALTO: quiebra antes de que llegue el pedido,,2,1,0.0,0.0,2.8,2.5,0.0,1.0,1.0,0,0,1.8,57.0,,0.0,24,0.0
CIDLI20668-SP-4,Gear case,B,ALTO: quiebra antes de que llegue el pedido,,59,1,372.0,36.0,39.5,73.4,33.9,15.0,15.0,0,0,1.9,92.0,1.5,42.0,0,6.3
VCRR30201-SP-31,LithiumBatteryAssy,A,ALTO: quiebra antes de que llegue el pedido,,19,1,148.0,9.0,7.8,21.9,14.1,3.0,3.0,0,0,1.9,86.0,1.1,0.0,0,7.8
CIWLI2040-SP-5/6,Output shaft assembly,B,ALTO: quiebra antes de que llegue el pedido,,8,1,9.0,0.0,2.6,8.3,5.7,1.0,1.0,0,0,1.9,45.0,0.0,0.0,3,1.2
GE30005-SP-62,"GASKET,  CRANKCASE   COVER",C,ALTO: quiebra antes de que llegue el pedido,,2,1,0.0,0.0,2.7,2.9,0.2,1.0,1.0,0,0,1.9,77.0,,0.0,27,0.1
GCS45185-SP-E49,clutchshell,C,ALTO: quiebra antes de que llegue el pedido,,2,1,0.0,0.0,5.3,3.3,0.0,2.0,2.0,0,0,1.9,57.0,,0.0,24,0.0
CGTLI20018-SP-32,TimmerGrass,A,ALTO: quiebra antes de que llegue el pedido,,124,1,150.0,25.0,62.7,148.7,86.0,25.0,25.0,0,0,2.0,89.0,0.8,25.0,0,1.2
WHP3A22-SP-A-1,HC9650H_LV motor,C,ALTO: quiebra antes de que llegue el pedido,,4,1,93.0,1.0,2.5,4.2,1.7,1.0,1.0,0,0,2.0,47.0,0.7,0.0,0,23.3
CABLI20428-SP-17,Circuit board,C,ALTO: quiebra antes de que llegue el pedido,,3,1,22.0,2.0,2.5,3.5,1.0,1.0,1.0,0,0,2.0,48.0,1.3,1.0,0,7.3
GHPW2003-SP-31,SprayGun,A,ALTO: quiebra antes de que llegue el pedido,,32,1,381.0,7.0,14.5,37.7,23.2,6.0,6.0,0,0,2.1,87.0,0.8,0.0,0,11.9
WHP3A18-SP-29,High Pressure Tube,A,ALTO: quiebra antes de que llegue el pedido,,29,1,143.0,0.0,7.2,31.1,23.9,3.0,3.0,0,0,2.1,44.0,0.0,0.0,4,4.9
HPWR30018-SP-5,Finishing Pump Body,B,ALTO: quiebra antes de que llegue el pedido,,2,1,66.0,0.0,4.7,3.3,0.0,2.0,2.0,0,0,2.1,77.0,,0.0,27,33.1
WVR2A20-SP-30,Cloth dustbag,B,ALTO: quiebra antes de que llegue el pedido,,18,1,24.0,8.0,9.7,21.9,12.2,4.0,4.0,0,0,2.1,64.0,2.0,5.0,0,1.3
AG75016-SP-13,Gear Box,B,ALTO: quiebra antes de que llegue el pedido,,6,1,8.0,0.0,2.4,6.8,4.4,1.0,1.0,0,0,2.1,44.0,0.0,0.0,4,1.3
WCDS511-SP-2,Drill Chuck 0.8-10mm,A,ALTO: quiebra antes de que llegue el pedido,,7,1,5.0,0.0,2.4,7.1,4.7,1.0,1.0,0,0,2.1,56.0,,0.0,24,0.8
WGC1552-SP-58,Clutch Assy,C,ALTO: quiebra antes de que llegue el pedido,,6,1,4.0,2.0,4.8,7.6,2.8,2.0,2.0,0,0,2.1,81.0,0.7,0.0,0,0.6
AG110038-SP-15,Locking Pin,C,ALTO: quiebra antes de que llegue el pedido,,3,1,0.0,0.0,2.4,3.0,0.7,1.0,1.0,0,0,2.1,40.0,0.0,0.0,5,0.1
CPWLI4006-SP-17,Brushless Motor Pump,B,ALTO: quiebra antes de que llegue el pedido,,5,1,236.0,4.0,2.3,5.6,3.4,1.0,1.0,0,0,2.2,58.0,1.6,3.0,0,47.2
CIRLI2028-SP-1-26,Gear Box Assy,B,ALTO: quiebra antes de que llegue el pedido,,16,1,144.0,9.0,9.2,19.8,10.6,4.0,4.0,0,0,2.2,87.0,1.5,7.0,0,9.0
DWS10501-SP-122,sandingpaper225MM,A,ALTO: quiebra antes de que llegue el pedido,,98,1,75.0,46.0,45.7,117.1,71.4,20.0,0.0,20,0,2.2,75.0,1.9,40.0,1,0.8
CPWLI2036-SP-7,Motor pump group,C,ALTO: quiebra antes de que llegue el pedido,,6,1,67.0,2.0,4.5,7.5,2.9,2.0,2.0,0,0,2.2,68.0,0.6,0.0,0,11.2
BM2S180017-SP-129,Safety guard,A,ALTO: quiebra antes de que llegue el pedido,,11,1,28.0,0.0,2.3,11.9,9.7,1.0,1.0,0,0,2.2,30.0,,0.0,6,2.6
AG26008-SP-42/45/46,Switch,C,ALTO: quiebra antes de que llegue el pedido,,12,1,17.0,1.0,8.9,15.1,6.1,4.0,4.0,0,0,2.2,66.0,0.2,0.0,1,1.4
BMS18001-SP-51,Movingguard,C,ALTO: quiebra antes de que llegue el pedido,,3,1,8.0,0.0,2.3,3.5,1.2,1.0,1.0,0,0,2.2,38.0,0.0,0.0,4,2.7
AC202416-SP-6,Cylinder Head,C,ALTO: quiebra antes de que llegue el pedido,,3,1,6.0,2.0,2.2,3.3,1.1,1.0,1.0,0,0,2.2,39.0,2.0,3.0,0,2.0
AAC2508-SP-49,LED Switch,C,ALTO: quiebra antes de que llegue el pedido,,4,1,2.0,0.0,2.2,4.1,1.8,1.0,1.0,0,0,2.2,54.0,0.0,0.0,3,0.5
GBC5434411-SP-2-24,Protect Cover Plate,B,ALTO: quiebra antes de que llegue el pedido,,13,1,1.0,3.0,6.7,15.1,8.4,3.0,3.0,0,0,2.2,71.0,0.9,0.0,0,0.1
GBC5434411-SP-1-40,ElectricalIgnition,B,ALTO: quiebra antes de que llegue el pedido,,6,1,0.0,1.0,2.3,6.3,4.0,1.0,1.0,0,0,2.2,41.0,1.0,0.0,0,0.0
GBC5434421-SP-2-21,GearCase,C,ALTO: quiebra antes de que llegue el pedido,,3,1,0.0,0.0,4.5,4.9,0.4,2.0,2.0,0,0,2.2,77.0,,0.0,25,0.0
GE150006ES-SP-1-142,CARBURETOR ASSEMBLY,A,ALTO: quiebra antes de que llegue el pedido,,9,1,452.0,0.0,2.2,9.4,7.2,1.0,1.0,0,0,2.3,40.0,0.0,0.0,5,50.2
ING-MMA1805-SP-2,Power cable 1.5M,C,ALTO: quiebra antes de que llegue el pedido,,3,1,11.0,3.0,2.2,3.5,1.3,1.0,1.0,0,0,2.3,53.0,2.0,0.0,2,3.6
CABLI20028-SP-1,Air duct assy,B,ALTO: quiebra antes de que llegue el pedido,,5,1,2.0,3.0,2.1,5.7,3.6,1.0,1.0,0,0,2.3,42.0,2.0,4.0,1,0.5
ING-MGT1601-SP-NOZZLE,nozzle,A,ALTO: quiebra antes de que llegue el pedido,,103,1,75.0,47.0,54.2,128.2,74.0,26.0,26.0,0,0,2.4,90.0,1.6,5.0,0,0.7
CIDLI20031-SP-8,Motor,B,ALTO: quiebra antes de que llegue el pedido,,12,1,49.0,4.0,6.4,14.6,8.2,3.0,3.0,0,0,2.4,85.0,1.0,2.0,0,4.1
CIWLI2038-SP-2,Gear Box Assy & Hammer Assy,B,ALTO: quiebra antes de que llegue el pedido,,5,0,48.0,0.0,2.1,5.9,3.8,1.0,1.0,0,0,2.4,31.0,0.0,0.0,3,9.6
HPWR16008-SP-16,lance,B,ALTO: quiebra antes de que llegue el pedido,,14,1,25.0,1.0,6.2,16.8,10.6,3.0,3.0,0,0,2.4,55.0,0.2,4.0,1,1.8
AG110028-SP-38,Carbon Brush,B,ALTO: quiebra antes de que llegue el pedido,,31,1,23.0,13.0,18.5,39.4,20.9,9.0,9.0,0,0,2.4,80.0,1.1,0.0,0,0.8
GWP102-SP-1-2,FUELTANK,B,ALTO: quiebra antes de que llegue el pedido,,5,1,16.0,2.0,2.0,5.6,3.6,1.0,1.0,0,0,2.4,46.0,1.3,2.0,2,3.3
GEA55221-1-SP-1-34,Oil Tank Assy,B,ALTO: quiebra antes de que llegue el pedido,,9,1,0.0,5.0,4.2,10.5,6.3,2.0,2.0,0,0,2.4,68.0,1.4,0.0,0,0.0
GHPW2003-SP-R.S.A,RecoilStarterAssembly,A,ALTO: quiebra antes de que llegue el pedido,,21,1,81.0,7.0,12.2,26.7,14.5,6.0,6.0,0,0,2.5,87.0,1.0,8.0,0,3.9
GMT55231-SP-2-17,QUICH CHANGE,A,ALTO: quiebra antes de que llegue el pedido,,13,1,36.0,5.0,6.0,15.9,9.8,3.0,3.0,0,0,2.5,85.0,1.4,5.0,0,2.8
HPWR18008-SP-Q.A,HPWR18008-SP-Q.A,A,ALTO: quiebra antes de que llegue el pedido,,51,1,14.0,9.0,26.2,63.3,37.1,13.0,13.0,0,0,2.5,91.0,0.7,0.0,0,0.3
HPWR25008-SP-P.T.B,Plainthrustbearing,C,ALTO: quiebra antes de que llegue el pedido,,2,1,0.0,0.0,4.0,3.3,0.0,2.0,2.0,0,0,2.5,78.0,,0.0,25,0.0
GRT75-2-SP-CAR,Carburetorassy.,A,ALTO: quiebra antes de que llegue el pedido,,12,1,192.0,1.0,3.8,13.9,10.1,2.0,2.0,0,0,2.6,64.0,1.0,0.0,0,16.0
AG110028-SP-26,Armature,C,ALTO: quiebra antes de que llegue el pedido,,9,1,63.0,0.0,7.6,12.8,5.2,4.0,4.0,0,0,2.6,53.0,0.0,0.0,3,7.0
CCSNLI6008-SP-98,Pcba Assembly,C,ALTO: quiebra antes de que llegue el pedido,,2,1,36.0,3.0,2.0,2.9,0.9,1.0,1.0,0,0,2.6,40.0,2.0,4.0,2,18.2
