cod_articulo,nom_articulo,padre,articulo_padre,clase_maquina,tipo_pieza,tamano,confianza,motivo
AC202416-SP-33,Capacitor,AC202416,COMPRESOR DE AIRE 24L 2.0HP 220-240V 96DB INGCO AC202416,MEDIUM,TINY,Chico,alta,
AC202416-SP-34,Oil Seal,AC202416,COMPRESOR DE AIRE 24L 2.0HP 220-240V 96DB INGCO AC202416,MEDIUM,TINY,Chico,alta,
AC202416-SP-37,Coil,AC202416,COMPRESOR DE AIRE 24L 2.0HP 220-240V 96DB INGCO AC202416,MEDIUM,MEDIO,Mediano,alta,
AC202416-SP-45,Ball Valve,AC202416,COMPRESOR DE AIRE 24L 2.0HP 220-240V 96DB INGCO AC202416,MEDIUM,TINY,Chico,alta,
AC202416-SP-5,Air Filter,AC202416,COMPRESOR DE AIRE 24L 2.0HP 220-240V 96DB INGCO AC202416,MEDIUM,SMALL,Chico,alta,
AC202416-SP-52,High Pressure Pipe,AC202416,COMPRESOR DE AIRE 24L 2.0HP 220-240V 96DB INGCO AC202416,MEDIUM,SMALL,Chico,alta,
AC202416-SP-55,Wheel,AC202416,COMPRESOR DE AIRE 24L 2.0HP 220-240V 96DB INGCO AC202416,MEDIUM,MEDIO,Mediano,alta,
AC202416-SP-6,Cylinder Head,AC202416,COMPRESOR DE AIRE 24L 2.0HP 220-240V 96DB INGCO AC202416,MEDIUM,MEDIO,Mediano,alta,
AC20246-SP-26,REPUESTOAC20246-SP-26GASKET,AC20246,,HAND,TINY,Chico,baja,maquina no encontrada
AC20246-SP-27,REPUESTOAC20246-SP-27AIRFILTER,AC20246,,HAND,SMALL,Chico,baja,maquina no encontrada
AC20246-SP-29,REPUESTOAC20246-SP-29CYLINDER,AC20246,,HAND,MEDIO,Chico,baja,maquina no encontrada
AC20246-SP-30,REPUESTOAC20246-SP-30ELBOW,AC20246,,HAND,SMALL,Chico,baja,maquina no encontrada
AC20246-SP-36,REPUESTOAC20246-SP-36COVER,AC20246,,HAND,MEDIO,Chico,baja,maquina no encontrada
AC20246-SP-64,REPUESTOAC20246-SP-64QUICKCOUPLER,AC20246,,HAND,SMALL,Chico,baja,maquina no encontrada; pieza no reconocida
AC20246.14,REPUESTOAC20246.14PISTON,AC20246.14,,HAND,MEDIO,Chico,baja,maquina no encontrada
AC20246.15,REPUESTOAC20246.15PISTORING,AC20246.15,,HAND,TINY,Chico,baja,maquina no encontrada
AC20246.16,REPUESTOAC20246.16PISTONRING,AC20246.16,,HAND,MEDIO,Chico,baja,maquina no encontrada
AC20246.18,REPUESTOAC20246.18CYLINDER,AC20246.18,,HAND,MEDIO,Chico,baja,maquina no encontrada
AC20246.58,REPUESTOAC20246.58PRESSURESWITCH,AC20246.58,,HAND,TINY,Chico,baja,maquina no encontrada
AC20246.59,REPUESTOAC20246.59SAFETYVALVE,AC20246.59,,HAND,SMALL,Chico,baja,maquina no encontrada
AC20246.60,REPUESTOAC20246.60PRESSUREGAUGE,AC20246.60,,HAND,TINY,Chico,baja,maquina no encontrada
AC20246.62,REPUESTOAC20246.62REGULATOR,AC20246.62,,HAND,SMALL,Chico,baja,maquina no encontrada; pieza no reconocida
AC20246.RUEDA,REPUESTOAC20246.RUEDA,AC20246.RUEDA,,HAND,MEDIO,Chico,baja,maquina no encontrada
AC20248-SP-1,BreathingCap,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,SMALL,Chico,baja,pieza no reconocida
AC20248-SP-10,CRANKCASE,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,STRUCT,Grande,media,resultado grande: verificar por impacto
AC20248-SP-12,OilSeal,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,TINY,Chico,alta,
AC20248-SP-14,THERMALPROTECTOR,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,MEDIO,Mediano,alta,
AC20248-SP-15,CAPACITOR,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,TINY,Chico,alta,
AC20248-SP-16,MOTOR,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,STRUCT,Grande,media,resultado grande: verificar por impacto
AC20248-SP-20,REPUESTOMOTORFAN,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,STRUCT,Grande,media,resultado grande: verificar por impacto
AC20248-SP-22,MOTORCOVER,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,STRUCT,Grande,media,resultado grande: verificar por impacto
AC20248-SP-23/24,Circlip2andPistonpin,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,MEDIO,Mediano,alta,
AC20248-SP-25,REPUESTOREPUESTOPISTON,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,MEDIO,Mediano,alta,
AC20248-SP-26/27,ScaperRing/CompressionRing,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,TINY,Chico,alta,
AC20248-SP-28,CYLINDERPAPERWASHER,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,MEDIO,Mediano,alta,
AC20248-SP-29,CYLINDER,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,MEDIO,Mediano,alta,
AC20248-SP-3,GEARBOXCOVER,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,MEDIO,Mediano,alta,
AC20248-SP-32,VALVEWASEHR1,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,SMALL,Chico,alta,
AC20248-SP-33,ValveSeat,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,SMALL,Chico,alta,
AC20248-SP-34,VALVEPLATE,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,MEDIO,Mediano,alta,
AC20248-SP-35,VALVEWASHER2,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,TINY,Chico,alta,
AC20248-SP-36,VALVEWASHER3,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,TINY,Chico,alta,
AC20248-SP-37,FilterElement,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,TINY,Chico,alta,
AC20248-SP-40,ElbowAssembly,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,SMALL,Chico,alta,
AC20248-SP-42/43,Wheel Pin/Wheel,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,MEDIO,Mediano,alta,
AC20248-SP-44,WATERDRAINVALVE,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,SMALL,Chico,alta,
AC20248-SP-47,CHECKVALVEKITS,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,SMALL,Chico,alta,
AC20248-SP-54,REPUESTOSAFETYVALVE,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,SMALL,Chico,alta,
AC20248-SP-55,Switch,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,TINY,Chico,alta,
AC20248-SP-56,REPUESTOPRESSUREGAUGE1,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,TINY,Chico,alta,
AC20248-SP-57,Connector,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,TINY,Chico,alta,
AC20248-SP-58,BALLVALVE,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,TINY,Chico,alta,
AC20248-SP-59,REPUESTOREGULATORKITS,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,SMALL,Chico,baja,pieza no reconocida
AC20248-SP-6,Sealing,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,TINY,Chico,alta,
AC20248-SP-60,REPUESTOPRESSUREGAUGE2,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,TINY,Chico,alta,
AC20248-SP-7,ConnectingRod,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,MEDIO,Mediano,alta,
AC20248-SP-8,REPUESTOCRANKSHAFT,AC20248,COMPRESOR DE AIRE 24LT 2HP INGCO AC20248,MEDIUM,MEDIO,Mediano,alta,
AC255011-SP-1,Motor Cover,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,STRUCT,Extradimensional,media,resultado grande: verificar por impacto
AC255011-SP-10,Alu. Pad,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,SMALL,Mediano,baja,pieza no reconocida
AC255011-SP-11,Valve Gasket,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,TINY,Chico,alta,
AC255011-SP-12,Cylinder,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC255011-SP-15,Cylinder Gasket,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC255011-SP-16,Air Ring,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,TINY,Chico,alta,
AC255011-SP-17,Oil Ring,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,TINY,Chico,alta,
AC255011-SP-18,Piston,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC255011-SP-21,Connecting Rod,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC255011-SP-25,Crankshaft Case Cover,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,STRUCT,Extradimensional,media,resultado grande: verificar por impacto
AC255011-SP-26,Breathing Plug,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,TINY,Chico,alta,
AC255011-SP-27,Oil Baffle,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,TINY,Chico,alta,
AC255011-SP-28,Crankshaft Case,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,STRUCT,Extradimensional,media,resultado grande: verificar por impacto
AC255011-SP-30,Crankshaft,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC255011-SP-32,External Protector,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC255011-SP-33,Capacitor,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,TINY,Chico,alta,
AC255011-SP-34,Oil Seal,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,TINY,Chico,alta,
AC255011-SP-36,Rotor,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC255011-SP-37,Coil,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC255011-SP-39,Motor Bracket,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,STRUCT,Extradimensional,media,resultado grande: verificar por impacto
AC255011-SP-42,Fan,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC255011-SP-45,Pressure Gauge 40,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,TINY,Chico,alta,
AC255011-SP-46,Pressure Regulating Valve,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,SMALL,Mediano,alta,
AC255011-SP-48,Pressure Gauge 50,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,TINY,Chico,alta,
AC255011-SP-49,Pressure Switch,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,TINY,Chico,alta,
AC255011-SP-5,Air Filter,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,SMALL,Mediano,alta,
AC255011-SP-53,Check Valve,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,SMALL,Mediano,alta,
AC255011-SP-54,High Pressure Pipe,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,SMALL,Mediano,alta,
AC255011-SP-57,Wheel,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC255011-SP-59,Drain Valve,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,SMALL,Mediano,alta,
AC255011-SP-6,Cylinder Head,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC255011-SP-7,Cylinder Head Gasket,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC255011-SP-8,Air Valve,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,SMALL,Mediano,alta,
AC255011-SP-9,Valve Plate,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC255011-SP-M.H,Machine Head,AC255011,COMPRESOR 50LTS (MOD NUEVO) AC255011 INGCO SUPER SELECT,LARGE,SMALL,Mediano,baja,pieza no reconocida
AC255016-SP-1,Motor Cover,AC255016,COMPRESOR DE AIRE 50L 2.5HP 220-240V 96DB INGCO AC255016,LARGE,STRUCT,Extradimensional,media,resultado grande: verificar por impacto
AC255016-SP-12,Cylinder,AC255016,COMPRESOR DE AIRE 50L 2.5HP 220-240V 96DB INGCO AC255016,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC255016-SP-18,Piston,AC255016,COMPRESOR DE AIRE 50L 2.5HP 220-240V 96DB INGCO AC255016,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC255016-SP-21,Connecting Rod,AC255016,COMPRESOR DE AIRE 50L 2.5HP 220-240V 96DB INGCO AC255016,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC255016-SP-24,Oil Mirror,AC255016,COMPRESOR DE AIRE 50L 2.5HP 220-240V 96DB INGCO AC255016,LARGE,SMALL,Mediano,baja,pieza no reconocida
AC255016-SP-25,Crankshaft Case Cover,AC255016,COMPRESOR DE AIRE 50L 2.5HP 220-240V 96DB INGCO AC255016,LARGE,STRUCT,Extradimensional,media,resultado grande: verificar por impacto
AC255016-SP-26,Breathing Plug,AC255016,COMPRESOR DE AIRE 50L 2.5HP 220-240V 96DB INGCO AC255016,LARGE,TINY,Chico,alta,
AC255016-SP-28,Crankshaft Case,AC255016,COMPRESOR DE AIRE 50L 2.5HP 220-240V 96DB INGCO AC255016,LARGE,STRUCT,Extradimensional,media,resultado grande: verificar por impacto
AC255016-SP-30,Crankshaft,AC255016,COMPRESOR DE AIRE 50L 2.5HP 220-240V 96DB INGCO AC255016,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC255016-SP-33,Capacitor,AC255016,COMPRESOR DE AIRE 50L 2.5HP 220-240V 96DB INGCO AC255016,LARGE,TINY,Chico,alta,
AC255016-SP-34,Oil Seal,AC255016,COMPRESOR DE AIRE 50L 2.5HP 220-240V 96DB INGCO AC255016,LARGE,TINY,Chico,alta,
AC255016-SP-36,Rotor,AC255016,COMPRESOR DE AIRE 50L 2.5HP 220-240V 96DB INGCO AC255016,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC255016-SP-37,Coil,AC255016,COMPRESOR DE AIRE 50L 2.5HP 220-240V 96DB INGCO AC255016,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC255016-SP-45,Pressure Gauge 40,AC255016,COMPRESOR DE AIRE 50L 2.5HP 220-240V 96DB INGCO AC255016,LARGE,TINY,Chico,alta,
AC255016-SP-46,Pressure Regulating Valve,AC255016,COMPRESOR DE AIRE 50L 2.5HP 220-240V 96DB INGCO AC255016,LARGE,SMALL,Mediano,alta,
AC255016-SP-48,Pressure Gauge 50,AC255016,COMPRESOR DE AIRE 50L 2.5HP 220-240V 96DB INGCO AC255016,LARGE,TINY,Chico,alta,
AC255016-SP-5,Air Filter,AC255016,COMPRESOR DE AIRE 50L 2.5HP 220-240V 96DB INGCO AC255016,LARGE,SMALL,Mediano,alta,
AC255016-SP-52,Unloading Pipe,AC255016,COMPRESOR DE AIRE 50L 2.5HP 220-240V 96DB INGCO AC255016,LARGE,SMALL,Mediano,alta,
AC255016-SP-6,Cylinder Head,AC255016,COMPRESOR DE AIRE 50L 2.5HP 220-240V 96DB INGCO AC255016,LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC255016-SP-61,Foot Pad,AC255016,COMPRESOR DE AIRE 50L 2.5HP 220-240V 96DB INGCO AC255016,LARGE,SMALL,Mediano,baja,pieza no reconocida
AC25506-SP-23,REPUESTOAC25506-SP-23VALVEPLATE,AC25506,,HAND,MEDIO,Chico,baja,maquina no encontrada
AC25506-SP-24,REPUESTOAC25506-SP-23VALVE,AC25506,,HAND,SMALL,Chico,baja,maquina no encontrada
AC25506-SP-25,REPUESTOAC25506-SP-25VALVEGASKET,AC25506,,HAND,TINY,Chico,baja,maquina no encontrada
AC25506-SP-27,REPUESTOAC25506-SP-27AIRFILTER,AC25506,,HAND,SMALL,Chico,baja,maquina no encontrada
AC25506-SP-3,REPUESTOAC25506-SP-3GASKET,AC25506,,HAND,TINY,Chico,baja,maquina no encontrada
AC25506-SP-34,REPUESTOAC25506-SP-34SPRING,AC25506,,HAND,TINY,Chico,baja,maquina no encontrada
AC25506-SP-36,Cover,AC25506,,HAND,MEDIO,Chico,baja,maquina no encontrada
AC25506-SP-58,PressureSwitch,AC25506,,HAND,TINY,Chico,baja,maquina no encontrada
AC25506-SP-59,REPUESTOAC25506-SP-59SAFETYVALVE,AC25506,,HAND,SMALL,Chico,baja,maquina no encontrada
AC25506-SP-60,REPUESTOAC25506-SP-60PRESSUREGAUGE,AC25506,,HAND,TINY,Chico,baja,maquina no encontrada
AC25506-SP-61,REPUESTOAC25506-SP-61CONNECT,AC25506,,HAND,SMALL,Chico,baja,maquina no encontrada; pieza no reconocida
AC25506-SP-62,REPUESTOAC25506-SP-62REGULATOR,AC25506,,HAND,SMALL,Chico,baja,maquina no encontrada; pieza no reconocida
AC25506-SP-63,PressureGauge,AC25506,,HAND,TINY,Chico,baja,maquina no encontrada
AC25506-SP-64,REPUESTOAC25506-SP-64QUICKCOUPLER,AC25506,,HAND,SMALL,Chico,baja,maquina no encontrada; pieza no reconocida
AC25506-SP-65/66,UnloadingPipe/UnloadingNut,AC25506,,HAND,TINY,Chico,baja,maquina no encontrada
AC25506-SP-67,Checkvalve,AC25506,,HAND,SMALL,Chico,baja,maquina no encontrada
AC25506-SP-68/69,ExhaustNut/ExhaustPipe,AC25506,,HAND,TINY,Chico,baja,maquina no encontrada
AC25506.14,REPUESTOAC25506.14PISTON,AC25506.14,,HAND,MEDIO,Chico,baja,maquina no encontrada
AC25506.15,REPUESTOAC25506.15PISTONRING,AC25506.15,,HAND,MEDIO,Chico,baja,maquina no encontrada
AC25506.16,REPUESTOAC25506.16PISTONRING,AC25506.16,,HAND,MEDIO,Chico,baja,maquina no encontrada
AC25506.18,REPUESTOAC25506.18CYLINDER,AC25506.18,,HAND,MEDIO,Chico,baja,maquina no encontrada
AC25506.58,REPUESTOAC25506.58PRESSURESWITCH,AC25506.58,,HAND,TINY,Chico,baja,maquina no encontrada
AC25506.59,REPUESTOAC25506.59SAFETYVALVE,AC25506.59,,HAND,SMALL,Chico,baja,maquina no encontrada
AC25506.60,REPUESTOAC25506.60PRESSUREGAUGE,AC25506.60,,HAND,TINY,Chico,baja,maquina no encontrada
AC25506.62,REPUESTOAC25506.62REGULATOR,AC25506.62,,HAND,SMALL,Chico,baja,maquina no encontrada; pieza no reconocida
AC25508-SP-1,BreathingCap,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,SMALL,Mediano,baja,pieza no reconocida
AC25508-SP-10,CrankCase,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,STRUCT,Extradimensional,media,resultado grande: verificar por impacto
AC25508-SP-13,Capacitor,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,TINY,Chico,alta,
AC25508-SP-14,Thermal Protector,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC25508-SP-16,Seal,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,TINY,Chico,alta,
AC25508-SP-17,Motor,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,STRUCT,Extradimensional,media,resultado grande: verificar por impacto
AC25508-SP-19,MotorRearCover,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,STRUCT,Extradimensional,media,resultado grande: verificar por impacto
AC25508-SP-2,GearBoxCover,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC25508-SP-21,MotorFan,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,STRUCT,Extradimensional,media,resultado grande: verificar por impacto
AC25508-SP-23,MotorCover,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,STRUCT,Extradimensional,media,resultado grande: verificar por impacto
AC25508-SP-24/25,Circlip2andPistonpin,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC25508-SP-26,Piston,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC25508-SP-27/28,ScaperRing/CompressionRing,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,TINY,Chico,alta,
AC25508-SP-29,CylinderPaperWasher,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC25508-SP-30,Cylinder,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC25508-SP-33,ValveWasher1,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,TINY,Chico,alta,
AC25508-SP-34,ValveSeat,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,SMALL,Mediano,alta,
AC25508-SP-35,ValvePlate,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC25508-SP-36,ValveWasher2,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,TINY,Chico,alta,
AC25508-SP-37,ValveWasher3,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,TINY,Chico,alta,
AC25508-SP-38,CylinderHead,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC25508-SP-4/5,OilGlass/ORing,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,TINY,Chico,alta,
AC25508-SP-40,ElbowAssembly,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,SMALL,Mediano,alta,
AC25508-SP-41,FilterElement,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,TINY,Chico,alta,
AC25508-SP-43/44,WheelPin/Wheel,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
AC25508-SP-45,WaterDrainValve,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,SMALL,Mediano,alta,
AC25508-SP-47,RubberFoot,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,SMALL,Mediano,baja,pieza no reconocida
AC25508-SP-48,CheckValveKits,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,SMALL,Mediano,alta,
AC25508-SP-49,ExhaustHose,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,SMALL,Mediano,alta,
AC25508-SP-50,AluminumPipe,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,SMALL,Mediano,alta,
AC25508-SP-55,Safety valve,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,SMALL,Mediano,alta,
AC25508-SP-56,pressureswitch,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,TINY,Chico,alta,
AC25508-SP-57,Pressuregauge1,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,TINY,Chico,alta,
AC25508-SP-58,Connector,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,TINY,Chico,alta,
AC25508-SP-59,BallValve,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,TINY,Chico,alta,
AC25508-SP-6,Sealing,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,TINY,Chico,alta,
AC25508-SP-60,Regulatorkits,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,SMALL,Mediano,baja,pieza no reconocida
AC25508-SP-61,Pressure gauge 2,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,TINY,Chico,alta,
AC25508-SP-7,ConnectingRod,AC25508,"COMPRESOR DE AIRE 50LT 2,5HP INGCO AC25508 96DB",LARGE,MEDIO,Grande,media,resultado grande: verificar por impacto
